"id","age","indivcollect","rebel","indivchoice","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","agn_01","mean_01","rid_01","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","am_03","fsex","fissp_01","fissp_02","frid_02","fsnb_16","fsnb_17","fnation"
922,38.55,6.34,3.39,3.14,3.9,4,2.89,3.1,2.65,3.38,4.73,3.98,0,0.15,1.03,-0.02,2.44,3.4,4.63,2.52,5,2.86,5.45,3.01,5.54,5.8,6.38,4.66,4.16,2.62,5.2,3,1,0.2,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Muslim","Shinto","No, I’ve never had an experience like this.","Yes.","UK"
923,39.42,4.82,3.82,3.04,4.17,5,4.21,3.1,2.47,5.29,4.76,2.31,1,1.41,1.58,2.06,3.39,4.53,3.03,3.01,3.62,4.97,4.18,4.56,3.15,5.5,4.7,4,2.8,4.23,6.55,2,1,1.51,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Other","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
924,41.41,4.35,4.05,3.99,4.36,5.03,4.29,3.67,3.84,4.19,4.96,2.33,0,0.42,0.09,1.09,2.6,4.83,4.99,2.95,6,4.44,4.62,1.52,4.75,3.55,4.43,2.22,4.75,5.04,4,3,2,0.54,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Spiritual but not religious","Hindu","No, I’ve never had an experience like this.","No","UK"
925,47.09,4.75,3.1,3.37,3.41,5.48,2.99,3.8,2.58,2.8,5.25,1.59,1,0.57,1.07,0.81,3.78,2.88,4.07,2.94,4.72,4.45,3.94,2.62,3.6,4.69,4.08,4.85,5.8,4.37,2.5,2,2,1.8,"Female","Don't Know","Confucian","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
926,40.47,4.68,3.6,3.75,3.89,5.74,3.31,2.21,1.63,2.54,4.76,4.37,1,2.39,1.85,0.81,2.35,3.71,3.65,4.2,4.25,5.03,4.38,3.46,3.37,3.73,4.42,4.43,4.79,4.4,4.03,3,2,1.28,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Atheist","Buddhist","No, I’ve never had an experience like this.","No","UK"
927,34.04,4.45,4.04,6.01,4.94,4.03,3.81,3.52,1.92,1.89,6.48,2.08,1,0.6,2.22,1.26,1.72,4.82,3.45,4.32,4.53,3.34,4.09,2.65,5.46,5.07,5.93,2.22,3.45,2.92,2.95,2,2,0.37,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Spiritual but not religious","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
928,39.03,4.64,3.19,4.2,4.01,7.76,2.48,3.68,3.54,3.47,4.54,3.25,0,0.61,0.05,1.05,4.21,2.6,3.59,3.2,4.12,4.6,5.65,5.01,4.54,4.67,3.52,2.91,2.93,2.95,2.97,1,2,0.51,"Male","I don’t believe in God","Atheist","Confucian","Yes, I’ve had an experience like this.","No","UK"
929,38.11,5.16,2.67,3.7,4.01,4.6,3.73,3.3,2.41,3.14,4.51,2.07,1,0.76,1.33,1.19,4.09,3.63,2.89,2.34,3.83,3.77,1.86,5.25,3.34,2.16,2.57,4.12,3.74,4.32,5.12,1,1,1.51,"Male","I know God really exists and I have no doubt about it.","Sceptic","Other","Yes, I’ve had an experience like this.","Yes.","UK"
930,42.66,4.14,5.17,6.74,4.67,4.46,2.68,2.66,1.12,2.67,6.42,4.64,1,2.08,1.48,0.34,3.54,2.72,1.63,5.31,4.08,2.79,4.66,5.7,3.06,5.52,4.5,2.56,6.71,5.37,4.44,3,1,0.96,"Female","I don’t believe in God","Spiritual but not religious","Daoist","No, I’ve never had an experience like this.","Yes.","UK"
931,43.31,3.81,4.02,6.04,4.46,5.67,4.62,3.02,1.81,4.27,5.09,3.49,1,0.77,1.55,1.03,4.35,3.22,4.58,3.87,5.17,4.44,3.04,3.11,4.54,3.14,3.71,3.2,4.94,3.72,2.7,3,1,0.97,"Female","Don't Know","Daoist","Shinto","No, I’ve never had an experience like this.","Yes.","UK"
932,34.95,6.09,4.32,4.82,4.51,3.56,3.57,2.67,3.66,3.53,6.12,1.12,0,-0.19,0.69,1.17,4.87,3.53,4.61,4.81,3.11,3.1,4.53,1.81,3.23,3.38,5.11,4.56,4.66,4.07,3.94,2,1,0.12,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Secular","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
933,38.56,4.9,4.02,2.65,3.1,4.76,5.48,2.38,1.08,3.07,4.38,3.88,1,0.59,0.84,1.16,3.8,4.38,4.94,4.24,2.76,3.61,3.68,3.29,2.69,5.47,4.33,3.6,3.82,3.85,3.31,2,2,1.35,"Female","I find myself believing in God some of the time, but not at others","Agnostic","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
934,39.65,4.75,4.63,3.6,4.02,6.88,5.09,3.32,2.97,4,4.16,3.35,0,1,0.3,0.35,4.57,4.54,5.28,2.95,2.69,4.76,4.84,4.23,3.25,3.11,3.18,3.03,3.63,4.15,5.55,1,2,-0.45,"Male","I don’t believe in God","Buddhist","Jewish","Yes, I’ve had an experience like this.","No","UK"
935,45.9,5.62,3.88,5.45,4.13,4.35,3.81,2.44,5.41,2.53,5.75,2.1,1,0.31,1.26,1.21,3.82,3.64,3.28,3.73,3.34,3.58,2.91,4.65,4.17,2.71,4.89,3.37,1.6,2.21,3.8,1,1,1.26,"Female","I don’t believe in God","Hindu","Buddhist","Yes, I’ve had an experience like this.","Yes.","UK"
936,36.22,5.05,3.95,3.05,4.88,5.05,4.14,3.07,3.96,4.55,4.45,2.5,1,0.98,0.73,1.58,5.3,2.85,4.75,5.51,5.14,4.3,5.63,3.83,2.95,5.82,2.9,4.3,3.84,3.69,3.63,1,1,2.18,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Atheist","Jewish","Yes, I’ve had an experience like this.","Yes.","UK"
937,37.72,5.41,3.75,4.63,4.83,6.02,2.84,3.62,4.43,2.79,5.9,3.06,1,1.77,0.94,1.01,1.97,4.35,3.71,3.74,4.95,6.08,3.32,4.06,4.45,5.1,3.75,4.24,2.82,4.61,5.85,2,1,1.41,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Free thinker","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
938,40.91,4.46,1.03,3.89,3.43,2.52,3.72,2.77,4.65,3.4,4.92,4.42,1,1.25,1.11,1.12,5.02,2.84,4.67,3.58,6.08,4.41,2.77,3.17,2.05,3.25,3.2,2.98,6.81,4.28,5.11,1,2,2.05,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Atheist","Buddhist","Yes, I’ve had an experience like this.","No","UK"
939,38.93,4.78,2.39,4.52,3.85,5.47,2.81,4.69,3.27,4.79,5.44,2.59,1,1.23,1.18,2.02,4.78,3.34,4.37,3.91,4.82,4.25,4.22,3.74,2.7,4.41,1.93,5.5,1.39,2.94,2.9,3,2,1.74,"Female","While I have doubts, I feel that I do believe in God","Rationalist","Other","No, I’ve never had an experience like this.","No","UK"
940,35.7,6.49,2.22,4.29,6.06,5.17,3.7,1.77,4.09,5.29,5.85,3.83,1,0.37,2.08,0.74,4.14,4.65,1.56,3.02,4.42,3.56,4.09,3.83,3.52,4.05,4.87,3.68,3,2.17,5.47,2,1,0.97,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Christian","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
941,33.01,2.72,5.77,4.16,2.72,3.95,4.73,5.35,2.08,2.39,3.38,3.1,1,1.51,0.63,1.2,5.04,3.31,4.68,4.55,4.77,3.4,4.64,3.32,4.18,3.82,5.58,2.48,3.47,3.82,2.7,2,1,1.6,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Rationalist","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
942,37.98,3.59,3.3,4.53,4.03,5.23,3.86,2.88,4.36,4.02,4.89,2.19,1,0.91,0.76,1.26,4.47,4.22,1.93,4.82,5.05,4.11,5.7,5.06,2.47,3.21,2.82,3.65,3.85,6.28,3.37,1,2,1.2,"Female","I know God really exists and I have no doubt about it.","Other","Sunni","Yes, I’ve had an experience like this.","No","UK"
943,40.25,5.71,3.41,4.51,4.95,5.5,3.77,3.02,2.31,3.95,5.86,3.02,0,0.56,0.68,0.63,3.96,1.72,4.95,4.47,5.58,4.71,2.71,4.28,5.34,3.48,2.65,2,4.21,3.72,3.78,1,2,-0.02,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Christian","Sunni","Yes, I’ve had an experience like this.","No","UK"
944,41.94,6,0.96,4.8,5.85,4.13,4.25,3.18,3.37,2.31,6.67,4.05,1,0.84,1.54,0.19,5.04,4.56,5.26,3.59,4.51,2.82,4.93,5.01,6.35,3.79,3.16,3.71,4.21,4.12,5.21,2,1,0.41,"notSpec","I know God really exists and I have no doubt about it.","Confucian","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
945,37.99,5.85,2.55,4.92,4.5,6.68,3.18,3.48,2.76,4.03,5.65,3.43,1,0.96,1.92,1.63,2.77,2.85,5.48,4.22,2.77,4.2,4.03,5.76,4.5,4.24,4.8,4.09,4.2,3.44,3.43,3,2,1.06,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Humanist","Buddhist","No, I’ve never had an experience like this.","No","UK"
946,43.04,5.5,0.66,5.82,4.38,4.83,2.8,4.66,2.91,3.03,5.89,1.98,1,1.44,1.45,0.76,3.16,2.1,3.71,5.32,2.58,4.3,3.69,3.76,4.42,4.03,4.03,5.37,2.88,6.26,5.85,2,1,1.1,"Male","I know God really exists and I have no doubt about it.","Hindu","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
947,38.59,4.38,2.88,4.6,4.06,5.37,3.36,1.86,3.51,4.2,4.66,1.86,1,1.57,1.6,0.21,3.31,4.15,3.91,1.72,3.53,5.12,3.88,2.42,5.47,4.33,2.6,3.34,6.14,3.1,4.39,1,2,1.03,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Daoist","Other","Yes, I’ve had an experience like this.","No","UK"
948,40.06,4.56,4.42,4.08,3.35,4.73,2.89,1.6,3.47,1.86,4.69,3.4,1,1.53,2.13,-0.09,2.76,4.49,4.09,4.03,4.88,4.17,3.46,4.97,2.45,2.99,4.44,4.24,5.12,5.16,5.64,3,2,0.59,"Female","I find myself believing in God some of the time, but not at others","Seeker","Confucian","No, I’ve never had an experience like this.","No","UK"
949,37,4.75,1.95,3.8,3.23,4.36,4.16,3.43,3.55,3.24,3.6,3.62,0,0.62,0.29,0.5,2.58,4.12,5,3.51,2,5.51,3.03,3.73,5.38,4.31,2.84,2.51,4.89,3.46,3.42,1,1,-0.08,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Jewish","Buddhist","Yes, I’ve had an experience like this.","Yes.","UK"
950,40.03,5.16,2.26,5,4.38,5.6,4.1,3.11,2.27,3.95,6.05,3.33,1,1.65,1.19,0.98,1.93,4.55,5.06,5.5,3.46,6.14,3.27,4.59,4.67,3.87,3.06,2.79,5.71,5.18,4.75,1,2,0.4,"Male","I know God really exists and I have no doubt about it.","Buddhist","Daoist","Yes, I’ve had an experience like this.","No","UK"
951,39.23,6,0.99,4.03,4.34,6.03,7.46,0.78,3.38,1.45,5.52,3.16,1,2.22,0.37,0.95,4.2,5.64,3.5,3.81,3.56,3.05,4.36,4.51,4.01,4.29,5.48,6.08,5.41,4.75,3.98,3,1,0.71,"Male","I don’t believe in God","Muslim","Orthodox","No, I’ve never had an experience like this.","Yes.","UK"
952,39.8,5.99,1.9,4.33,4.81,5.21,4.3,2.9,3.84,2.9,4.74,3.25,1,1.56,0.19,1.06,4.16,4.18,4.07,3.79,4.84,4.67,4.09,2.91,3.27,4.69,4.35,4.1,4.72,3.69,3.97,2,1,1.19,"Female","I know God really exists and I have no doubt about it.","Free thinker","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
953,43.58,5.68,4.6,3.11,3.73,6.44,4.13,4.22,1.56,4.17,5.05,2.39,1,1.04,1.25,0.99,4.53,3.97,4.82,1.76,4.77,3.97,4.18,6.46,1.81,4.75,4.64,5.15,4.36,3.75,2.23,1,2,1.1,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Sceptic","Orthodox","Yes, I’ve had an experience like this.","No","UK"
954,44.75,3.65,3.53,5.89,3.52,6.63,4.61,2.94,4.63,0.76,5.23,2.93,1,0.67,0.96,2,3.69,3.42,2.99,3.85,4.37,3.87,3.63,4.05,4.79,4.84,3.41,3.75,4.66,3.85,4.67,1,2,1.36,"Male","While I have doubts, I feel that I do believe in God","Christian","Catholic","Yes, I’ve had an experience like this.","No","UK"
955,38.1,4.3,4.52,5.18,4.26,6.29,4.08,2.01,3.12,3.13,4.49,5.47,1,1.15,1.13,0.88,5.17,4.18,4.95,3.45,4.42,4.53,4.88,3.5,5.13,5.22,4.3,4.33,4.56,4.03,5.3,1,1,2.07,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Hindu","Catholic","Yes, I’ve had an experience like this.","Yes.","UK"
956,40.19,3.49,4.11,4.31,4.17,6.86,5.3,3.24,3.84,3.4,3.41,2.95,1,1.65,1.31,1.08,2.72,4.93,2.42,5.23,3.74,4.52,3.4,3.83,4.64,2.75,3.01,5.44,3.85,4.05,2.81,3,1,1.64,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Christian","Sunni","No, I’ve never had an experience like this.","Yes.","UK"
957,43.73,2.48,4.57,4.43,2.38,6.2,1.87,2.88,3.74,3.77,3.46,2.8,0,0.69,-0.36,0.9,2.99,2.99,4.5,2.68,3.18,3,5.16,4.07,4.44,5.32,3.96,6.34,4.01,3.62,4.16,1,1,0.36,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Hindu","Shiite","Yes, I’ve had an experience like this.","Yes.","UK"
958,41.43,5.32,4.74,3.51,3.6,5.59,1.55,4.07,2.22,3.16,5.16,3.21,1,1,-0.3,0.13,3.71,3.8,4.35,5.7,4.43,3.9,4.24,2.06,3.75,4.4,5.06,4.9,3.24,4.16,1.72,1,2,1.54,"Male","While I have doubts, I feel that I do believe in God","Daoist","Other","Yes, I’ve had an experience like this.","No","UK"
959,37.44,4.91,4.41,4.17,4.12,5.46,6.15,3.35,3.61,3.2,4.9,4.2,1,1.98,1.4,1.09,3.57,3.34,2.91,3.26,3.07,3.75,4.41,4.51,3.42,4.11,5.64,3.84,5.16,3.68,3.84,1,1,0.82,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Humanist","Protestant","Yes, I’ve had an experience like this.","Yes.","UK"
960,42.32,5.16,1.87,5.78,4.89,3.34,3.45,2.62,2.4,3.5,5.33,2.88,1,1.42,1.52,0.69,3,4.5,3.1,4.31,2.41,4.86,3.97,3.82,2.92,3.8,3.64,3.46,5.32,4.28,3.94,3,2,1.15,"Female","I know God really exists and I have no doubt about it.","Christian","Shinto","No, I’ve never had an experience like this.","No","UK"
961,37.6,3.21,2.77,3.85,2.66,7.5,4.49,0.83,3.53,4.28,3.51,4.07,1,0.91,0.91,1.16,3.58,4.49,4.2,3.41,4.22,4.51,4.15,5.72,3.48,2.65,4.19,2.92,4.83,4.81,4.6,3,1,1.58,"Male","While I have doubts, I feel that I do believe in God","Atheist","Orthodox","No, I’ve never had an experience like this.","Yes.","UK"
962,39.86,3.83,6.05,5.48,4.36,3.39,3.57,3.09,3.7,2.06,5.58,3.31,1,1.13,1.72,1.06,2.65,3.47,4.83,5.36,4.36,3.06,5.14,6.25,1.28,4.43,2.45,6.13,4.18,4.24,5.02,2,2,1.01,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Atheist","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
963,41.1,3.95,4.4,4.76,4.41,4.7,3.69,1.1,5.28,3.65,4.9,3.32,0,-0.76,0.02,0.58,3.49,5.11,2.47,4.98,3.67,4.41,5.48,5.8,4.66,3.91,2.58,4.66,4.28,3.56,5.41,3,2,-0.01,"Male","I find myself believing in God some of the time, but not at others","Muslim","Orthodox","No, I’ve never had an experience like this.","No","UK"
964,39.81,5.7,1.1,5.13,5.45,4.99,5.02,3.66,2.05,3.55,4.6,2.61,1,0.48,2.47,1.18,5.53,2.79,4.85,3.79,6.7,2.45,3.48,3.56,5.57,3.96,2.66,2.41,4.24,2.65,3.04,2,2,0.55,"Male","While I have doubts, I feel that I do believe in God","Hindu","Catholic","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
965,38.78,4.08,3.81,5.38,4.09,7.68,4.93,4.23,3.31,4.12,5.67,4.44,1,1.49,1.27,0.91,3.26,4.56,6.09,5.07,2.93,6.16,4.15,3.95,3.14,3.26,3.6,3.17,3.49,3.8,3.76,2,1,1.4,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Humanist","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
966,33.52,5.73,5.16,4.12,4.88,5.18,3.43,4.14,1.88,3.79,5.15,3.55,1,1.6,1.14,1.03,2.43,2.74,3.18,4.55,1.27,4.81,2.99,4.05,2.87,4.25,3.54,3.14,3.63,3.54,2.82,1,2,0.59,"Male","I find myself believing in God some of the time, but not at others","Free thinker","Protestant","Yes, I’ve had an experience like this.","No","UK"
967,39,4.57,4.01,1.85,1.81,5.66,3.44,3.27,3.09,1.89,2.57,2.61,0,0.94,0.41,-0.09,5,4.3,3.59,2.35,4.25,3.93,3.24,4.64,3.57,2.98,4.53,5.65,3.07,3.49,5.18,3,1,-0.18,"Male","I find myself believing in God some of the time, but not at others","Rationalist","Daoist","No, I’ve never had an experience like this.","Yes.","UK"
968,42.45,3.32,5.36,3.75,3.4,4.65,3.01,3.64,2.52,2.11,4.69,2.59,1,1.5,0.78,0.98,4.21,3.79,4.44,3.75,4.65,5.65,5.02,2.75,3.74,3.79,4.54,4.12,5.92,5.28,4.61,3,2,1.33,"Male","I know God really exists and I have no doubt about it.","Confucian","Buddhist","No, I’ve never had an experience like this.","No","UK"
969,40.64,3.02,4.54,5.03,3.02,3.93,2.62,1.69,0.94,2.6,5.33,2.47,0,0.89,1.57,0.32,4.32,3.82,3.9,3.74,4.48,3.74,2.35,3.58,3.71,2.54,4.86,3.08,3.41,4.69,3.92,2,1,1.03,"Female","While I have doubts, I feel that I do believe in God","Humanist","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
970,42.74,3.65,5.84,5.58,3.65,3.82,4.68,3.27,2.88,2.1,4.91,5.59,1,1.14,0.53,0.38,3.66,5.64,4.23,5.41,6.78,4.08,2.53,4.11,3.31,3.25,3.02,4.11,2.8,5.17,5.8,3,2,0.94,"Female","I find myself believing in God some of the time, but not at others","Christian","Buddhist","No, I’ve never had an experience like this.","No","UK"
971,38.69,3.75,3.73,5.39,3.57,3.23,3.09,1.87,2.08,4.48,5.58,4.47,1,1.12,1.12,0.42,4.98,4.04,5.05,3.12,3.89,3.54,3.22,2.65,2.73,3.98,4.84,3.38,3.66,5.32,2.82,1,1,1.65,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Jewish","Orthodox","Yes, I’ve had an experience like this.","Yes.","UK"
972,44.21,6.17,2.51,4.63,5.34,3.95,4.44,5.05,3.62,4.99,5.97,0.83,1,1.73,1.75,1.19,3.53,5.86,6.47,4.41,3.02,2.87,3.89,6.11,4.43,5.29,4.06,4.94,3.79,3.13,2.8,1,2,1.71,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Daoist","Daoist","Yes, I’ve had an experience like this.","No","UK"
973,42.71,4.2,3.13,5.39,4.98,4.9,4.81,1.53,4.42,4.16,5.68,2.5,1,0.91,0.91,1.61,5.16,4.69,1.89,5.85,5.41,2.61,4.28,3.32,3.96,4.04,2.94,4.65,4.38,2.7,4.03,3,2,1.14,"Female","I know God really exists and I have no doubt about it.","Spiritual but not religious","Shinto","No, I’ve never had an experience like this.","No","UK"
974,34.91,5.21,3.19,5.05,4.93,5.44,5.07,2.28,2.38,4.45,6.47,3.85,1,1.36,0.66,1.07,5.48,5.08,4.35,1.83,4.67,3.45,3.93,4.01,2.6,3.09,3.74,5.49,3.7,4.83,3.17,3,1,1.05,"Male","I don’t believe in God","Jewish","Orthodox","No, I’ve never had an experience like this.","Yes.","UK"
975,35.58,5.46,2.34,5.84,6.06,4.52,4.52,2.41,1.6,2.85,6.09,3.26,1,1.61,1.02,0.59,2.9,4.65,4.02,3.22,4.12,4.2,5.83,2.68,4.44,2.72,4.4,3.92,5.28,5.13,4.44,3,2,2.09,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Seeker","Daoist","No, I’ve never had an experience like this.","No","UK"
976,39.8,4.21,2.54,4.9,5.05,6.63,2.92,1.37,1.39,3.54,5.61,4.48,0,0.82,0.4,0.48,4.12,3.94,5.66,4.31,5.96,3.21,2.56,2.9,2.75,2.55,4.85,4.68,5.49,3,1.99,3,2,0.55,"Female","I don’t believe in God","Atheist","Shiite","No, I’ve never had an experience like this.","No","UK"
977,42.09,5.46,3.32,4.46,4.92,5.85,3.25,3.51,2.48,3.69,5.57,1.26,1,0.9,2.52,0.56,4.71,4.77,4,2.81,5.18,4.08,3.28,4.02,3.64,4.76,3.97,4.36,4.97,4.16,5.34,3,1,1.24,"Female","I don’t believe in God","Atheist","Buddhist","No, I’ve never had an experience like this.","Yes.","UK"
978,42.02,4.62,4.45,5.74,4.18,5.46,7.23,3.9,2.34,2.1,5.96,2.32,1,0.92,1,1.2,4.36,4.1,4.23,3.18,4.27,2.78,3.61,1.48,3.5,4.69,5.16,3.27,4.45,3.12,4.44,3,1,0.98,"Male","I find myself believing in God some of the time, but not at others","Jewish","Buddhist","No, I’ve never had an experience like this.","Yes.","UK"
979,42.24,5.01,2.14,5.04,4.65,4.83,5.16,3.47,3.21,3.42,5.22,2.07,1,1.29,1.63,1.77,3.18,5.06,4.3,5.44,4.73,3.54,1.61,5.19,2.52,4.34,5.67,3.36,4.42,3.32,2.23,3,1,0.97,"notSpec","I know God really exists and I have no doubt about it.","Free thinker","Buddhist","No, I’ve never had an experience like this.","Yes.","UK"
980,40.54,4.36,4.1,5.79,4.41,5.56,4.58,2.71,3,3.07,5.42,3.12,1,1.26,1.46,0.57,5.31,2.97,2.55,4.35,2.53,4.3,4.75,2.52,3.66,1.85,4.97,5.06,4.78,2.98,2.53,2,2,2.07,"Female","I know God really exists and I have no doubt about it.","Non-religious","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
981,39.3,5.24,4.91,3.7,4.25,6.61,3.72,4.24,2.73,2.41,5.24,3.32,1,1.04,1.19,1.3,3.76,2.67,3.88,3.55,4.91,3.77,3.18,4.36,4.67,4.82,3.52,3.35,5.67,4.46,5.35,1,2,0.8,"Female","I don’t believe in God","Humanist","Daoist","Yes, I’ve had an experience like this.","No","UK"
982,35.56,5.7,3.82,3.09,4.73,5.13,2.52,3.67,1.37,3.1,4.73,3.32,1,1.6,1.18,0.74,5.1,2.64,4.55,3.08,4.23,4.27,2.75,4.35,3.01,4.41,6.2,5.04,5.2,4.03,5.46,3,1,1.17,"Female","I know God really exists and I have no doubt about it.","Rationalist","Daoist","No, I’ve never had an experience like this.","Yes.","UK"
983,35.01,5.64,4.4,3.18,3.78,6.27,4.07,2.38,3.62,3.45,3.75,2.41,1,2.04,1.4,1.1,3.65,4.1,2.22,3.43,4.35,2.19,2.95,5.02,4.96,4.17,3.37,5.94,3.88,2.19,3.93,2,1,1.08,"Male","Don't Know","Jewish","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
984,39.76,6.25,3.76,3.34,5.12,4.86,4.23,4.11,3.25,2.49,4.73,3.56,1,0.8,1.27,1.57,4.15,3.6,2.72,3.65,4.45,5.96,3.16,2.81,3.99,3.9,4.4,2.41,3.99,4.58,3.68,3,2,1.1,"Female","I know God really exists and I have no doubt about it.","Rationalist","Buddhist","No, I’ve never had an experience like this.","No","UK"
985,50.09,5.23,4.3,4.76,3.9,5.59,4.59,3.11,2.48,1.41,4.99,3.82,1,0.42,0.16,0.24,2.26,3.44,3.52,3.23,1.99,5.75,5.28,3.4,3.91,4.77,5.03,3.94,3.93,3.79,4.45,1,2,2.25,"Male","I don’t believe in God","Humanist","Buddhist","Yes, I’ve had an experience like this.","No","UK"
986,40.68,3.58,4.45,4.25,3.99,5.49,5.36,2.19,1.84,3.77,4.92,1.54,1,0.65,1.04,1.98,1.19,3.24,3.95,4.11,4.13,3.59,5.15,4.73,3.5,2.73,3.02,3.1,3.18,3.07,3.03,2,2,1.7,"Female","Don't Know","Secular","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
987,37.22,5.17,2.48,4.84,4.49,6.19,4.24,3.29,1.61,2.64,5.26,3,1,1.02,1.11,1.66,3.88,3.31,3.73,3.54,6.08,3.43,2.55,3.29,4.16,4.13,3.13,3.86,3.15,3.13,3.85,1,2,0.76,"Female","I don’t believe in God","Muslim","Confucian","Yes, I’ve had an experience like this.","No","UK"
988,42.52,5.14,4.03,5.52,5.09,6.54,5.14,2.96,2.79,3.44,6.45,3.08,1,1.17,1.89,1.15,2.81,3.04,3.58,6.07,4.18,2.19,4.93,5.84,3.86,4.21,3.91,3.96,4.04,2.66,3.58,3,1,1,"Male","I know God really exists and I have no doubt about it.","Buddhist","Other","No, I’ve never had an experience like this.","Yes.","UK"
989,44.68,3.39,3.3,3.85,2.8,3.98,4.27,1.42,0.64,3.96,4.61,2.42,1,1.7,0.67,-0.38,5.88,5.78,2.58,1.87,5.26,3.51,3.99,5.55,5.68,2.82,4.01,5.83,6.15,4.47,4.91,1,1,0.95,"Female","I know God really exists and I have no doubt about it.","Buddhist","Sunni","Yes, I’ve had an experience like this.","Yes.","UK"
